ID,Date,Amount,Vendor,Description,Category,SubCategory,Person,PaymentMode,RecurrenceType,Notes,ImportSessionID
6604,2022-12-12,80,"medicines","medicines - seenu","medical","medicines","Seenu",UPI,monthly,"",
6605,2022-12-12,277,"medicines","medicines - mother","medical","medicines","Mother",UPI,monthly,"",
6606,2022-12-12,104,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6600,2022-12-13,60,"milk","milk","food","dairy","Family",UPI,monthly,"",
6601,2022-12-13,35,"Biscuits","Biscuits","food","bakery","Family",UPI,monthly,"",
6602,2022-12-13,1486,"Fish -2.5kg","Fish -2.5kg","food","fish","Family",UPI,yearly,"",
6598,2022-12-14,100000,"Sukanya samridhi","Sukanya samridhi","sukanya-samrudhi","","Smitha",UPI,yearly,"",
6599,2022-12-14,102,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6592,2022-12-15,60,"tikki poori","tikki poori","food","snacks","Family",UPI,monthly,"",
6593,2022-12-15,35,"shaving cream","shaving cream","medical","medicines","Seenu",UPI,quarterly,"",
6594,2022-12-15,240,"Trash cover","Trash cover","food","groceries","Family",UPI,quarterly,"",
6595,2022-12-15,75,"medicines","medicines - father","medical","medicines","Father",UPI,monthly,"",
6596,2022-12-15,150,"Snacks","Snacks","food","hotel","Seenu",UPI,monthly,"",
6597,2022-12-15,450,"Dye Shampoo","Dye Shampoo","medical","medicines","Seenu",UPI,yearly,"",
6591,2022-12-16,210,"Chips etc","Chips etc","food","snacks","Family",UPI,monthly,"",
6589,2022-12-17,33,"medicines","medicines","medical","medicines","Lalli",UPI,monthly,"",
6590,2022-12-17,160,"breakfast","breakfast","food","food","Family",UPI,monthly,"",
6580,2022-12-18,2000,"Stay","Stay","Travel","dharmasthala","Family",Cash,yearly,"",
6581,2022-12-18,170,"Dinner","Dinner","Travel","dharmasthala","Family",UPI,yearly,"",
6582,2022-12-18,250,"bangles","bangles","Travel","dharmasthala","Family",UPI,yearly,"",
6583,2022-12-18,40,"snacks","snacks","Travel","dharmasthala","Family",UPI,yearly,"",
6584,2022-12-18,1002,"lunch","lunch","Travel","dharmasthala","Family",UPI,yearly,"",
6585,2022-12-18,1000,"fasttag","fasttag","Travel","tollcharges","Family",UPI,yearly,"",
6586,2022-12-18,3273,"Petrol","Petrol","Travel","dharmasthala","Family",UPI,yearly,"",
6587,2022-12-18,7759,"Birla Sunlife insurance premium","Birla Sunlife insurance premium","child-insurance","","Family",UPI,monthly,"",
6588,2022-12-18,56,"milk","milk","food","dairy","Family",UPI,monthly,"",
6573,2022-12-19,1000,"Petrol for 4 wheeler","Petrol for 4 wheeler","petrol-diesel","petrol","Family",UPI,monthly,"",
6574,2022-12-19,860,"donation","donation - dharasthala","Travel","dharmasthala","Family",Cash,yearly,"",
6575,2022-12-19,810,"dinner","dinner","Travel","dharmasthala","Family",UPI,yearly,"",
6576,2022-12-19,21,"tea","tea","Travel","dharmasthala","Family",UPI,yearly,"",
6577,2022-12-19,410,"snacks","snacks","Travel","dharmasthala","Family",UPI,yearly,"",
6578,2022-12-19,2000,"Petrol","Petrol","Travel","dharmasthala","Family",UPI,yearly,"",
6579,2022-12-19,280,"breakfast","breakfast","Travel","dharmasthala","Family",UPI,yearly,"",
6567,2022-12-21,150,"Smitha fancy","Smitha fancy","clothes","clothes","Smitha",UPI,yearly,"",
6568,2022-12-21,123,"Medicines seenu","Medicines seenu","medical","medicines","Seenu",UPI,monthly,"",
6569,2022-12-21,3001,"Pandurang swamy panch","Pandurang swamy panch","donation","temple","Family",Cash,yearly,"",
6570,2022-12-21,250,"Petrol for 2 wheeler","Petrol for 2 wheeler","petrol-diesel","petrol","Family",UPI,monthly,"",
6571,2022-12-21,95,"milk","milk","food","dairy","Family",UPI,monthly,"",
6572,2022-12-21,55,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6558,2022-12-22,175,"medicine mother","medicine mother","medical","medicines","Mother",UPI,monthly,"",
6559,2022-12-22,144,"auto","auto","Travel","local","Family",UPI,monthly,"",
6560,2022-12-22,70,"bread","bread","food","dairy","Family",UPI,monthly,"",
6561,2022-12-22,1200,"van fees -december","van fees -december","Education","","Smitha",UPI,monthly,"",
6562,2022-12-22,4169,"Washing machine repair","Washing machine repair","householdrepair","","Family",UPI,yearly,"",
6563,2022-12-22,57,"Happalla","Happalla","food","groceries","Family",UPI,monthly,"",
6564,2022-12-22,86,"medicines","medicines - seenu","medical","medicines","Seenu",UPI,monthly,"",
6565,2022-12-22,2157,"medicines father, mother","medicines father, mother","medical","medicines","Mother",UPI,monthly,"",
6566,2022-12-22,80,"papaya","papaya","food","fruits","Family",UPI,monthly,"",
6554,2022-12-23,10205,"4 wheeler Service","4 wheeler Service","vehicle-expense","service","Family",UPI,yearly,"",
6555,2022-12-23,20,"snacks","snacks","food","hotel","Seenu",UPI,monthly,"",
6556,2022-12-23,30,"auto","auto","Travel","local","Seenu",UPI,monthly,"",
6557,2022-12-23,330,"Vegetables","Vegetables","food","vegetables","Family",UPI,monthly,"",
6551,2022-12-24,610,"Cake christmas","Cake christmas","food","bakery","Family",UPI,monthly,"",
6552,2022-12-24,134,"milk","milk","food","dairy","Family",UPI,monthly,"",
6553,2022-12-24,329,"chicken","chicken","food","chicken","Family",UPI,monthly,"",
6546,2022-12-25,118,"medicines kishan","medicines kishan","medical","medicines","Kishan",UPI,monthly,"",
6547,2022-12-25,5436,"Groceries","Groceries","food","groceries","Family",UPI,monthly,"",
6548,2022-12-25,100,"agarbathi","agarbathi","pooja","","Family",UPI,monthly,"",
6549,2022-12-25,70,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6550,2022-12-25,30,"Coconut","Coconut","pooja","groceries","Family",UPI,monthly,"",
6541,2022-12-26,104,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6542,2022-12-26,898,"medicine kishan, seenu","medicine kishan, seenu","medical","medicines","Kishan",UPI,monthly,"",
6543,2022-12-26,300,"doctor kishan","doctor kishan","medical","doctor","Kishan",UPI,monthly,"",
6544,2022-12-26,80,"vegetables","vegetables","food","vegetables","Family",UPI,monthly,"",
6545,2022-12-26,251,"vegetable","vegetable","food","vegetables","Family",UPI,monthly,"",
6540,2022-12-27,40,"pooja","pooja","pooja","temple","Family",Cash,monthly,"",
6535,2022-12-28,2310,"KBA Dinner","KBA Dinner - kanika, kali akka","food","hotel","Family",UPI,yearly,"",
6536,2022-12-28,3164,"KBA Dinner","KBA Dinner","food","hotel","Family",UPI,yearly,"",
6537,2022-12-28,4500,"smitha, vinutha","smitha, vinutha","clothes","clothes","Smitha",UPI,yearly,"society interest",
6538,2022-12-28,1179,"Airtel bill","Airtel bill","mobile-telephone","mobile","Family",UPI,monthly,"",
6539,2022-12-28,250,"medicines","medicines - seenu","medical","medicines","Seenu",UPI,monthly,"",
6532,2022-12-29,312,"Dinner","Dinner","food","hotel","Seenu",UPI,monthly,"",
6533,2022-12-29,85,"Soup","Soup","food","groceries","Family",UPI,monthly,"",
6534,2022-12-29,240,"Medicines","Medicines - vinutha","medical","medicines","Vinutha",UPI,monthly,"",
6517,2022-12-30,1500,"Hosue monthly expenses final","Hosue monthly expenses final","house-monthly","","Family",Cash,monthly,"",
6518,2022-12-30,150,"Cake newyear","Cake newyear","food","bakery","Family",UPI,monthly,"",
6519,2022-12-30,150,"Beer","Beer","food","liquor","Seenu",UPI,monthly,"",
6520,2022-12-30,2800,"Chillies etc","Chillies etc","food","groceries","Family",UPI,monthly,"",
6521,2022-12-30,1500,"Lkishan lens","Lkishan lens","spectacles","","Kishan",UPI,yearly,"",
6522,2022-12-30,237,"Chips etc","Chips etc","food","snacks","Family",UPI,monthly,"",
6523,2022-12-30,95,"bread","bread","food","bakery","Family",UPI,monthly,"",
6524,2022-12-30,15,"pen pencil","pen pencil","stationary","","Father",UPI,monthly,"",
6525,2022-12-30,140,"Fruits","Fruits - apple","food","fruits","Family",UPI,monthly,"",
6526,2022-12-30,66,"medicines","medicines - father","medical","medicines","Father",UPI,monthly,"",
6527,2022-12-30,175,"biscuits etc","biscuits etc","food","snacks","Family",UPI,monthly,"",
6528,2022-12-30,75,"Medicies","Medicies - vinutha","medical","medicines","Vinutha",UPI,monthly,"",
6529,2022-12-30,75,"Banana","Banana","food","fruits","Family",UPI,monthly,"",
6530,2022-12-30,260,"paani poori","paani poori","food","snacks","Family",UPI,monthly,"",
6531,2022-12-30,50,"medicines","medicines - vinutha","medical","medicines","Vinutha",UPI,monthly,"",
6511,2022-12-31,2025,"Friends lunch to be taken","Friends lunch to be taken","food","hotel","Friends",UPI,monthly,"",
6512,2022-12-31,800,"New year lunch","New year lunch - friends","food","hotel","Seenu",UPI,monthly,"",
6513,2022-12-31,546,"Petrol for 4 wheeler","Petrol for 4 wheeler","petrol-diesel","petrol","Family",UPI,monthly,"",
6514,2022-12-31,80,"Dunzo","Dunzo","food","hotel","Family",UPI,monthly,"",
6515,2022-12-31,700,"Pullav","Pullav","food","hotel","Family",UPI,monthly,"",
6516,2022-12-31,99,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6502,2023-01-01,5600,"Smitha clothes","Smitha clothes","clothes","clothes","Smitha",UPI,yearly,"",
6503,2023-01-01,15000,"House monthly expense","House monthly expense","house-monthly","","Family",Cash,monthly,"",
6504,2023-01-01,5000,"Vinutha monthly expenses","Vinutha monthly expenses","vinutha-monthly expense","","Vinutha",UPI,monthly,"",
6505,2023-01-01,5000,"House monthly expense","House monthly expense","house-monthly","","Family",UPI,monthly,"",
6506,2023-01-01,250,"fruits","fruits","food","fruits","Family",UPI,monthly,"",
6507,2023-01-01,100,"flower","flower","flower","flower","Family",UPI,monthly,"",
6508,2023-01-01,20,"Fruits","Fruits","food","fruits","Family",UPI,monthly,"",
6509,2023-01-01,70,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6510,2023-01-01,245,"breakfast","breakfast","food","hotel","Family",UPI,monthly,"",
6499,2023-01-02,200,"DL License","DL License","vehicle-expense","","Seenu",UPI,yearly,"",
6500,2023-01-02,80,"Pad","Pad","medical","medicines","Vinutha",UPI,monthly,"",
6501,2023-01-02,66,"Moilk","Moilk","food","dairy","Family",UPI,monthly,"",
6492,2023-01-03,140,"batter","batter","food","batter","Family",UPI,monthly,"",
6493,2023-01-03,40,"Tiffin","Tiffin","food","hotel","Seenu",UPI,monthly,"",
6494,2023-01-03,250,"Haircut","Haircut","haircut","haircut","Seenu",UPI,monthly,"",
6495,2023-01-03,120,"Rice","Rice","food","groceries","Family",UPI,monthly,"",
6496,2023-01-03,90,"yelnir","yelnir","food","yelnir","Family",UPI,monthly,"",
6497,2023-01-03,1200,"Mutton","Mutton","food","mutton","Family",UPI,monthly,"",
6498,2023-01-03,146,"milk","milk","food","dairy","Family",UPI,monthly,"",
6484,2023-01-04,250,"Mobile","Mobile - screenguard, cover","mobile-telephone","","Vinutha",UPI,yearly,"",
6485,2023-01-04,200,"fruits","fruits","food","fruits","Family",UPI,monthly,"",
6486,2023-01-04,50,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6487,2023-01-04,300,"Petrol for 2 wheeler","Petrol for 2 wheeler","petrol-diesel","petrol","Family",UPI,monthly,"",
6488,2023-01-04,1400,"Tejaswini ssk health insurance","Tejaswini ssk health insurance","medical","insurance","Family",Cash,yearly,"",
6489,2023-01-04,420,"Lunch with Baa","Lunch with Baa","food","hotel","Seenu",UPI,monthly,"",
6490,2023-01-04,6,"xerox","xerox","stationary","","Family",UPI,monthly,"",
6491,2023-01-04,90,"yelnir","yelnir","food","yelnir","Family",UPI,monthly,"",
6479,2023-01-06,20,"Air for 4 wheeler","Air for 4 wheeler","petrol-diesel","petrol","Family",UPI,monthly,"",
6480,2023-01-06,2000,"Petrol for 4 wheeler","Petrol for 4 wheeler","petrol-diesel","petrol","Family",UPI,monthly,"",
6481,2023-01-06,3274,"Electiricty bill","Electiricty bill","electricity-bill","","Family",UPI,monthly,"",
6482,2023-01-06,920,"Ghee, butter, bread","Ghee, butter, bread","food","groceries","Family",UPI,monthly,"",
6483,2023-01-06,40,"Vegetables","Vegetables","food","vegetables","Family",UPI,monthly,"",
6477,2023-01-07,106,"rapido","rapido","Travel","local","Kishan",UPI,monthly,"",
6478,2023-01-07,298,"Chicken","Chicken","food","chicken","Family",UPI,monthly,"",
6469,2023-01-08,100,"Milk","Milk","food","snacks","Family",UPI,monthly,"",
6470,2023-01-08,90,"khakra","khakra","food","snacks","Family",UPI,monthly,"",
6471,2023-01-08,320,"Fruits","Fruits - apple, pomogranite","food","fruits","Family",UPI,monthly,"",
6472,2023-01-08,200,"Fine","Fine","vehicle-expense","","Seenu",Cash,yearly,"",
6473,2023-01-08,70,"dosa","dosa","food","hotel","Seenu",UPI,monthly,"",
6474,2023-01-08,2071,"Medicies","Medicies - father, mother","medical","medicines","Father",UPI,monthly,"",
6475,2023-01-08,40,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6476,2023-01-08,76,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6468,2023-01-09,300,"Kishan smitha monthly amount","Kishan smitha monthly amount","kishansmitha-monthly","","Smitha",UPI,monthly,"",
6460,2023-01-10,12,"xerox","xerox","stationary","","Family",UPI,monthly,"",
6461,2023-01-10,400,"Kishan, smitha shoe repair","Kishan, smitha shoe repair","shoes","shoes","Kishan",UPI,yearly,"",
6462,2023-01-10,510,"chicken","chicken","food","chicken","Family",UPI,monthly,"",
6463,2023-01-10,55,"biscuits","biscuits","food","bakery","Family",UPI,monthly,"",
6464,2023-01-10,128,"eggs","eggs","food","eggs","Family",UPI,monthly,"",
6465,2023-01-10,46,"milk","milk","food","dairy","Family",UPI,monthly,"",
6466,2023-01-10,20,"bun","bun","food","dairy","Family",UPI,monthly,"",
6467,2023-01-10,90,"yelnir","yelnir","food","yelnir","Family",Cash,monthly,"",
6459,2023-01-11,46,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6450,2023-01-12,5999,"WFH course","WFH course","professional","","Seenu",UPI,onetime,"",
6451,2023-01-12,925,"Epson black ink","Epson black ink","stationary","","Family",UPI,yearly,"",
6452,2023-01-12,100,"Registration for govt jobs","Registration for govt jobs","professional","","Seenu",UPI,yearly,"",
6453,2023-01-12,721,"Water bill","Water bill","water-bill","","Family",UPI,monthly,"",
6454,2023-01-12,45,"Chips etc","Chips etc","food","snacks","Family",UPI,monthly,"",
6455,2023-01-12,250,"Biscuits, bread","Biscuits, bread","food","bakery","Family",UPI,monthly,"",
6456,2023-01-12,90,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6457,2023-01-12,48,"Bisi belebath powder","Bisi belebath powder","food","groceries","Family",UPI,monthly,"",
6458,2023-01-12,81,"Milk, bread","Milk, bread","food","dairy","Family",UPI,monthly,"",
6436,2023-01-13,150,"Kids breakfast, travel","Kids breakfast, travel","food","hotel","Family",Cash,monthly,"",
6437,2023-01-13,28,"Maggie","Maggie","food","groceries","Family",UPI,monthly,"",
6438,2023-01-13,30,"Idli batter","Idli batter","festival","sankranthi","Family",UPI,yearly,"",
6439,2023-01-13,90,"Khova","Khova","festival","sankranthi","Family",UPI,yearly,"",
6440,2023-01-13,325,"Sweet","Sweet","food","sweets","Family",UPI,monthly,"",
6441,2023-01-13,320,"Avare kai","Avare kai","festival","sankranthi","Family",UPI,yearly,"",
6442,2023-01-13,20,"Flower","Flower","festival","sankranthi","Family",UPI,yearly,"",
6443,2023-01-13,80,"Bor, fruit","Bor, fruit","festival","sankranthi","Family",UPI,yearly,"",
6444,2023-01-13,100,"Yellu bella","Yellu bella","festival","sankranthi","Family",UPI,yearly,"",
6445,2023-01-13,80,"flowers","flowers","festival","sankranthi","Family",UPI,yearly,"",
6446,2023-01-13,160,"apple","apple","festival","sankranthi","Family",UPI,yearly,"",
6447,2023-01-13,174,"Milk","Milk","festival","sankranthi","Family",UPI,yearly,"",
6448,2023-01-13,30,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6449,2023-01-13,400,"Motor repair","Motor repair","house-repair","","Family",UPI,yearly,"",
6431,2023-01-14,7411,"Groceries","Groceries","food","groceries","Family",UPI,monthly,"",
6432,2023-01-14,1000,"Smitha yes bank account","Smitha yes bank account","kids","","Smitha",UPI,yearly,"",
6433,2023-01-14,100,"Banana leaves","Banana leaves","festival","sankranthi","Family",UPI,yearly,"",
6434,2023-01-14,40,"flowers","flowers","festival","sankranthi","Family",Cash,yearly,"",
6435,2023-01-14,20,"Paan","Paan","festival","sankranthi","Family",UPI,yearly,"",
6427,2023-01-15,18023,"Insurance for 4 wheeler","Insurance for 4 wheeler","vehicle-insurance","insurance","Family",UPI,yearly,"",
6428,2023-01-15,28,"medicines father","medicines father","medical","medicines","Father",UPI,monthly,"",
6429,2023-01-15,190,"Medicine seenu","Medicine seenu","medical","medicines","Seenu",UPI,monthly,"",
6430,2023-01-15,76,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6425,2023-01-16,71,"medicines","medicines - father","medical","medicines","Father",UPI,monthly,"",
6426,2023-01-16,160,"Medicines","Medicines - seenu","medical","medicines","Seenu",UPI,monthly,"",
6417,2023-01-17,48,"milk","milk","food","dairy","Family",UPI,monthly,"",
6418,2023-01-17,30,"Bun","Bun","food","bakery","Family",UPI,monthly,"",
6419,2023-01-17,585,"medicines","medicines - mother","medical","medicines","Mother",UPI,monthly,"",
6420,2023-01-17,50,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6421,2023-01-17,40,"vegetables","vegetables","food","vegetables","Family",UPI,monthly,"",
6422,2023-01-17,300,"Petrol for 2 wheeler","Petrol for 2 wheeler","petrol-diesel","petrol","Family",UPI,monthly,"",
6423,2023-01-17,63,"medicines father","medicines father","medical","medicines","Father",UPI,monthly,"",
6424,2023-01-17,270,"medicines","medicines - seenu","medical","medicines","Seenu",UPI,monthly,"",
6414,2023-01-18,100,"Dosa","Dosa","food","hotel","Family",UPI,monthly,"",
6415,2023-01-18,750,"Donation for treatment","Donation for treatment","donation","","Family",UPI,yearly,"",
6416,2023-01-18,7759,"Birla Sunlife insurance premium","Birla Sunlife insurance premium","child-insurance","","Family",UPI,monthly,"",
6412,2023-01-19,46,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6413,2023-01-19,30,"Curd","Curd","food","dairy","Family",UPI,monthly,"",
6408,2023-01-20,218,"Ice cream with friends","Ice cream with friends","food","hotel","Seenu",UPI,quarterly,"",
6409,2023-01-20,1178,"Dinner with College Friends","Dinner with College Friends","food","hotel","Seenu",UPI,quarterly,"",
6410,2023-01-20,1000,"To pramod","To pramod","donation","donation","Friends",UPI,yearly,"",
6411,2023-01-20,30,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6406,2023-01-21,48,"milk","milk","food","dairy","Family",UPI,monthly,"",
6407,2023-01-21,1550,"Mutton","Mutton","food","mutton","Family",UPI,monthly,"",
6397,2023-01-22,103,"Ointment","Ointment","medical","medicines","Mother",UPI,monthly,"",
6398,2023-01-22,250,"Face wash","Face wash","medical","","Family",UPI,monthly,"",
6399,2023-01-22,829,"Medicines mother","Medicines mother","medical","medicines","Mother",UPI,monthly,"",
6400,2023-01-22,200,"Iron box repair","Iron box repair","householdrepair","","Family",UPI,yearly,"",
6401,2023-01-22,170,"father haircut","father haircut","haircut","haircut","Father",UPI,monthly,"",
6402,2023-01-22,90,"Soupus","Soupus","food","vegetables","Family",UPI,monthly,"",
6403,2023-01-22,50,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6404,2023-01-22,90,"yelnir","yelnir","food","yelnir","Family",UPI,monthly,"",
6405,2023-01-22,46,"milk","milk","food","dairy","Family",UPI,monthly,"",
6392,2023-01-23,65,"Bun","Bun","food","bakery","Family",Cash,monthly,"",
6393,2023-01-23,20,"smitha snacks","smitha snacks","food","snacks","Family",Cash,monthly,"",
6394,2023-01-23,260,"fruits","fruits","food","fruits","Family",Cash,monthly,"",
6395,2023-01-23,100,"Auto","Auto","Travel","local","Kishan",Cash,monthly,"",
6396,2023-01-23,76,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6384,2023-01-24,10000,"Heenal Marriage clothes","Heenal Marriage clothes - vinutha","functions","wedding","Family",UPI,onetime,"",
6385,2023-01-24,500,"Wedding","Wedding - prakasha son","gift","","Family",Cash,yearly,"",
6386,2023-01-24,52,"Tiffin","Tiffin","food","hotel","Family",UPI,monthly,"",
6387,2023-01-24,36,"Coffee","Coffee","food","hotel","Family",UPI,monthly,"",
6388,2023-01-24,70,"Batter","Batter","food","batter","Family",UPI,monthly,"",
6389,2023-01-24,76,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6390,2023-01-24,319,"Chicken","Chicken","food","chicken","Family",UPI,monthly,"",
6391,2023-01-24,100,"breakfast","breakfast","food","hotel","Family",UPI,monthly,"",
6381,2023-01-25,66,"auto for prabha bhabhu","auto for prabha bhabhu","Travel","local","Family",UPI,yearly,"",
6382,2023-01-25,40,"Chips etc","Chips etc","food","snacks","Family",UPI,monthly,"",
6383,2023-01-25,50,"Ironing","Ironing","house-monthly","","Family",UPI,monthly,"",
6378,2023-01-26,310,"fruits","fruits","food","fruits","Family",UPI,monthly,"",
6379,2023-01-26,6000,"Dentist kishan, smitha adv","Dentist kishan, smitha adv","medical","dentist","Kishan",UPI,onetime,"",
6380,2023-01-26,66,"milk","milk","food","dairy","Family",UPI,monthly,"",
6375,2023-01-27,1200,"Van Fees","Van Fees - Janurary","Education","","Smitha",UPI,monthly,"",
6376,2023-01-27,65,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6377,2023-01-27,245,"breakfast","breakfast","food","hotel","Family",UPI,monthly,"",
6373,2023-01-28,180,"Cake","Cake","food","bakery","Family",UPI,monthly,"",
6374,2023-01-28,270,"chicken","chicken","food","chicken","Family",UPI,monthly,"",
6367,2023-01-29,1179,"Airtel bill","Airtel bill","mobile-telephone","","Family",UPI,monthly,"",
6368,2023-01-29,2835,"Electricity bill","Electricity bill","electricity-bill","","Family",UPI,monthly,"",
6369,2023-01-29,65,"banana","banana","food","fruits","Family",UPI,monthly,"",
6370,2023-01-29,1777,"Medicines","Medicines - father, mother","medical","medicines","Father",UPI,monthly,"",
6371,2023-01-29,7500,"Yoga fees","Yoga fees - nov,dec,jan","yoga","","Family",UPI,quarterly,"",
6372,2023-01-29,48,"milk","milk","food","dairy","Family",UPI,monthly,"",
6366,2023-01-30,42,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6362,2023-01-31,550,"Milaap donation","Milaap donation","donation","","Others",UPI,yearly,"",
6363,2023-01-31,70,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6364,2023-01-31,300,"Petrol for 2 wheeler","Petrol for 2 wheeler","petrol-diesel","petrol","Family",UPI,monthly,"",
6365,2023-01-31,67,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6361,2023-02-01,1182,"Shaving Blades","Shaving Blades","selfcare","","Seenu",UPI,yearly,"",
6356,2023-02-02,480,"Dinner","Dinner","food","hotel","Family",UPI,monthly,"",
6357,2023-02-02,70,"banana","banana","food","fruits","Family",UPI,monthly,"",
6358,2023-02-02,190,"biscuits","biscuits","food","bakery","Family",UPI,monthly,"",
6359,2023-02-02,300,"Chips etc","Chips etc","food","snacks","Family",UPI,monthly,"",
6360,2023-02-02,151,"Milk, biscuits","Milk, biscuits","food","dairy","Family",UPI,monthly,"",
6355,2023-02-03,1400,"Shoes, slippers for all","Shoes, slippers for all","shoes","","Family",UPI,yearly,"",
6352,2023-02-04,1800,"Jodhpuri for wedding","Jodhpuri for wedding","functions","wedding","Seenu",UPI,yearly,"",
6353,2023-02-04,70,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6354,2023-02-04,290,"Fruits","Fruits","food","fruits","Family",UPI,monthly,"",
6342,2023-02-05,750,"Electric kettle","Electric kettle","purchase","","Family",UPI,yearly,"",
6343,2023-02-05,95,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6344,2023-02-05,170,"Jam","Jam","food","groceries","Family",UPI,quarterly,"",
6345,2023-02-05,30,"Yelnir","Yelnir","food","yelnir","Seenu",UPI,monthly,"",
6346,2023-02-05,40,"vegetables","vegetables","food","vegetables","Family",UPI,monthly,"",
6347,2023-02-05,85,"Vegetables","Vegetables","food","vegetables","Family",UPI,monthly,"",
6348,2023-02-05,76,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6349,2023-02-05,5000,"House monthly expenses","House monthly expenses","house-monthly","","Family",UPI,monthly,"",
6350,2023-02-05,15000,"House monthly expenses","House monthly expenses","house-monthly","","Family",Cash,monthly,"",
6351,2023-02-05,13000,"Wedding expenses","Wedding expenses - smitha, vinutha","functions","wedding","Vinutha",UPI,yearly,"",
6340,2023-02-06,100,"Juice","Juice","food","hotel","Family",Cash,monthly,"",
6341,2023-02-06,300,"Breakfast","Breakfast","food","hotel","Family",UPI,monthly,"",
6333,2023-02-07,300,"Kishan smitha monthly amount","Kishan smitha monthly amount","kishansmitha-monthly","","Smitha",Cash,monthly,"",
6334,2023-02-07,20,"Lemon","Lemon","food","vegetables","Family",UPI,monthly,"",
6335,2023-02-07,62,"Thika mirchi","Thika mirchi","food","groceries","Family",UPI,monthly,"",
6336,2023-02-07,130,"Basmati rice","Basmati rice","food","groceries","Family",UPI,monthly,"",
6337,2023-02-07,80,"Bread","Bread","food","bakery","Family",UPI,monthly,"",
6338,2023-02-07,906,"Chicken","Chicken","food","chicken","Family",UPI,monthly,"",
6339,2023-02-07,46,"milk","milk","food","dairy","Family",UPI,monthly,"",
6332,2023-02-08,76,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6329,2023-02-09,264,"Vegetables","Vegetables","food","vegetables","Family",UPI,monthly,"",
6330,2023-02-09,100,"Onions","Onions","food","vegetables","Family",UPI,monthly,"",
6331,2023-02-09,75,"Breakfast","Breakfast","food","hotel","Family",UPI,monthly,"",
6323,2023-02-10,699,"zee5","zee5","Entertainment","subscription","Family",UPI,yearly,"",
6324,2023-02-10,792,"Medicines","Medicines - mother","medical","medicines","Mother",UPI,monthly,"",
6325,2023-02-10,100,"Panche iron","Panche iron","clothes","clothes","Seenu",UPI,yearly,"",
6326,2023-02-10,1085.5,"Indane Gas","Indane Gas","gas","","Family",UPI,monthly,"",
6327,2023-02-10,60,"flowers","flowers","flower","flower","Family",UPI,monthly,"",
6328,2023-02-10,328,"Breakfast","Breakfast","food","hotel","Family",UPI,monthly,"",
6314,2023-02-11,125,"Ice cream","Ice cream","food","hotel","Family",UPI,monthly,"",
6315,2023-02-11,45,"metro","metro","Travel","local","Smitha",UPI,monthly,"",
6316,2023-02-11,20,"Blow","Blow","vehicle-expense","","Family",Cash,monthly,"",
6317,2023-02-11,50,"Donation","Donation","donation","","Family",Cash,monthly,"",
6318,2023-02-11,500,"Lunch kishan","Lunch kishan","food","hotel","Family",Cash,monthly,"",
6319,2023-02-11,60,"lunch kishan","lunch kishan","food","hotel","Family",UPI,monthly,"",
6320,2023-02-11,2000,"Petrol for 4 wheeler","Petrol for 4 wheeler","petrol-diesel","petrol","Family",UPI,monthly,"",
6321,2023-02-11,1420,"Gift for sampath house warming","Gift for sampath house warming","gift","","Friends",UPI,yearly,"",
6322,2023-02-11,76,"Milk","Milk","food","dairy","Family",UPI,monthly,"",
6309,2023-02-12,20,"banana","banana","food","fruits","Family",UPI,monthly,"",
6310,2023-02-12,231,"Goodnight mosquito repelent","Goodnight mosquito repelent","medical","medicines","Family",UPI,quarterly,"",
6311,2023-02-12,397,"Medicines","Medicines  - seenu","medical","medicines","Seenu",UPI,monthly,"",
6312,2023-02-12,60,"Lassi","Lassi","food","hotel","Family",UPI,monthly,"",
6313,2023-02-12,300,"Petrol for 2 wheeler","Petrol for 2 wheeler","petrol-diesel","petrol","Family",UPI,monthly,"",
